"AyahText","NomSouratAr","NomSouratFr","NomSouratTraduction","DatabaseID","SuraID","VerseID","AyahTextHarakat"
ادخلوا ابوب جهنم خلدين فيها فبئس مثوى المتكبرين , غافر , GAFIR , LE PARDONNEUR   ,1,40,76,"ادْخُلُوا أَبْوَابَ جَهَنَّمَ خَالِدِينَ فِيهَا ۖ فَبِئْسَ مَثْوَى الْمُتَكَبِّرِينَ"
فاصبر ان وعد الله حق فاما نرينك بعض الذي نعدهم او نتوفينك فالينا يرجعون , غافر , GAFIR , LE PARDONNEUR   ,1,40,77,"فَاصْبِرْ إِنَّ وَعْدَ اللَّهِ حَقٌّ ۚ فَإِمَّا نُرِيَنَّكَ بَعْضَ الَّذِي نَعِدُهُمْ أَوْ نَتَوَفَّيَنَّكَ فَإِلَيْنَا يُرْجَعُونَ"
ولقد ارسلنا رسلا من قبلك منهم من قصصنا عليك ومنهم من لم نقصص عليك وما كان لرسول ان ياتي باية الا باذن الله فاذا جاء امر الله قضي بالحق وخسر هنالك المبطلون , غافر , GAFIR , LE PARDONNEUR   ,1,40,78,"وَلَقَدْ أَرْسَلْنَا رُسُلًا مِنْ قَبْلِكَ مِنْهُمْ مَنْ قَصَصْنَا عَلَيْكَ وَمِنْهُمْ مَنْ لَمْ نَقْصُصْ عَلَيْكَ ۗ وَمَا كَانَ لِرَسُولٍ أَنْ يَأْتِيَ بِآيَةٍ إِلَّا بِإِذْنِ اللَّهِ ۚ فَإِذَا جَاءَ أَمْرُ اللَّهِ قُضِيَ بِالْحَقِّ وَخَسِرَ هُنَالِكَ الْمُبْطِلُونَ"
الله الذي جعل لكم الانعم لتركبوا منها ومنها تاكلون , غافر , GAFIR , LE PARDONNEUR   ,1,40,79,"اللَّهُ الَّذِي جَعَلَ لَكُمُ الْأَنْعَامَ لِتَرْكَبُوا مِنْهَا وَمِنْهَا تَأْكُلُونَ"
ولكم فيها منفع ولتبلغوا عليها حاجة في صدوركم وعليها وعلى الفلك تحملون , غافر , GAFIR , LE PARDONNEUR   ,1,40,80,"وَلَكُمْ فِيهَا مَنَافِعُ وَلِتَبْلُغُوا عَلَيْهَا حَاجَةً فِي صُدُورِكُمْ وَعَلَيْهَا وَعَلَى الْفُلْكِ تُحْمَلُونَ"
ويريكم ءايته فاي ءايت الله تنكرون , غافر , GAFIR , LE PARDONNEUR   ,1,40,81,"وَيُرِيكُمْ آيَاتِهِ فَأَيَّ آيَاتِ اللَّهِ تُنْكِرُونَ"
افلم يسيروا في الأرض فينظروا كيف كان عقبة الذين من قبلهم كانوا اكثر منهم واشد قوة وءاثارا في الأرض فما اغنى عنهم ما كانوا يكسبون , غافر , GAFIR , LE PARDONNEUR   ,1,40,82,"أَفَلَمْ يَسِيرُوا فِي الْأَرْضِ فَيَنْظُرُوا كَيْفَ كَانَ عَاقِبَةُ الَّذِينَ مِنْ قَبْلِهِمْ ۚ كَانُوا أَكْثَرَ مِنْهُمْ وَأَشَدَّ قُوَّةً وَآثَارًا فِي الْأَرْضِ فَمَا أَغْنَىٰ عَنْهُمْ مَا كَانُوا يَكْسِبُونَ"
فلما جاءتهم رسلهم بالبينت فرحوا بما عندهم من العلم وحاق بهم ما كانوا به يستهزءون , غافر , GAFIR , LE PARDONNEUR   ,1,40,83,"فَلَمَّا جَاءَتْهُمْ رُسُلُهُمْ بِالْبَيِّنَاتِ فَرِحُوا بِمَا عِنْدَهُمْ مِنَ الْعِلْمِ وَحَاقَ بِهِمْ مَا كَانُوا بِهِ يَسْتَهْزِئُونَ"
فلما راوا باسنا قالوا ءامنا بالله وحده وكفرنا بما كنا به مشركين , غافر , GAFIR , LE PARDONNEUR   ,1,40,84,"فَلَمَّا رَأَوْا بَأْسَنَا قَالُوا آمَنَّا بِاللَّهِ وَحْدَهُ وَكَفَرْنَا بِمَا كُنَّا بِهِ مُشْرِكِينَ"
فلم يك ينفعهم ايمنهم لما راوا باسنا سنت الله التي قد خلت في عباده وخسر هنالك الكفرون , غافر , GAFIR , LE PARDONNEUR   ,1,40,85,"فَلَمْ يَكُ يَنْفَعُهُمْ إِيمَانُهُمْ لَمَّا رَأَوْا بَأْسَنَا ۖ سُنَّتَ اللَّهِ الَّتِي قَدْ خَلَتْ فِي عِبَادِهِ ۖ وَخَسِرَ هُنَالِكَ الْكَافِرُونَ"
حم ,  فصلت , FUSSILAT , LES VERSETS DÉTAILLÉS   ,1,41,1,"بِسْمِ اللَّهِ الرَّحْمَٰنِ الرَّحِيمِ حم"
تنزيل من الرحمن الرحيم ,  فصلت , FUSSILAT , LES VERSETS DÉTAILLÉS   ,1,41,2,"تَنْزِيلٌ مِنَ الرَّحْمَٰنِ الرَّحِيمِ"
كتب فصلت ءايته قرءانا عربيا لقوم يعلمون ,  فصلت , FUSSILAT , LES VERSETS DÉTAILLÉS   ,1,41,3,"كِتَابٌ فُصِّلَتْ آيَاتُهُ قُرْآنًا عَرَبِيًّا لِقَوْمٍ يَعْلَمُونَ"
بشيرا ونذيرا فاعرض اكثرهم فهم لا يسمعون ,  فصلت , FUSSILAT , LES VERSETS DÉTAILLÉS   ,1,41,4,"بَشِيرًا وَنَذِيرًا فَأَعْرَضَ أَكْثَرُهُمْ فَهُمْ لَا يَسْمَعُونَ"
وقالوا قلوبنا في اكنة مما تدعونا اليه وفي ءاذاننا وقر ومن بيننا وبينك حجاب فاعمل اننا عملون ,  فصلت , FUSSILAT , LES VERSETS DÉTAILLÉS   ,1,41,5,"وَقَالُوا قُلُوبُنَا فِي أَكِنَّةٍ مِمَّا تَدْعُونَا إِلَيْهِ وَفِي آذَانِنَا وَقْرٌ وَمِنْ بَيْنِنَا وَبَيْنِكَ حِجَابٌ فَاعْمَلْ إِنَّنَا عَامِلُونَ"
قل انما انا بشر مثلكم يوحى الي انما الهكم اله وحد فاستقيموا اليه واستغفروه وويل للمشركين ,  فصلت , FUSSILAT , LES VERSETS DÉTAILLÉS   ,1,41,6,"قُلْ إِنَّمَا أَنَا بَشَرٌ مِثْلُكُمْ يُوحَىٰ إِلَيَّ أَنَّمَا إِلَٰهُكُمْ إِلَٰهٌ وَاحِدٌ فَاسْتَقِيمُوا إِلَيْهِ وَاسْتَغْفِرُوهُ ۗ وَوَيْلٌ لِلْمُشْرِكِينَ"
الذين لا يؤتون الزكوة وهم بالاخرة هم كفرون ,  فصلت , FUSSILAT , LES VERSETS DÉTAILLÉS   ,1,41,7,"الَّذِينَ لَا يُؤْتُونَ الزَّكَاةَ وَهُمْ بِالْآخِرَةِ هُمْ كَافِرُونَ"
ان الذين ءامنوا وعملوا الصلحت لهم اجر غير ممنون ,  فصلت , FUSSILAT , LES VERSETS DÉTAILLÉS   ,1,41,8,"إِنَّ الَّذِينَ آمَنُوا وَعَمِلُوا الصَّالِحَاتِ لَهُمْ أَجْرٌ غَيْرُ مَمْنُونٍ"
قل ائنكم لتكفرون بالذي خلق الأرض في يومين وتجعلون له اندادا ذلك رب العلمين ,  فصلت , FUSSILAT , LES VERSETS DÉTAILLÉS   ,1,41,9,"قُلْ أَئِنَّكُمْ لَتَكْفُرُونَ بِالَّذِي خَلَقَ الْأَرْضَ فِي يَوْمَيْنِ وَتَجْعَلُونَ لَهُ أَنْدَادًا ۚ ذَٰلِكَ رَبُّ الْعَالَمِينَ"
وجعل فيها روسي من فوقها وبرك فيها وقدر فيها اقوتها في اربعة ايام سواء للسائلين ,  فصلت , FUSSILAT , LES VERSETS DÉTAILLÉS   ,1,41,10,"وَجَعَلَ فِيهَا رَوَاسِيَ مِنْ فَوْقِهَا وَبَارَكَ فِيهَا وَقَدَّرَ فِيهَا أَقْوَاتَهَا فِي أَرْبَعَةِ أَيَّامٍ سَوَاءً لِلسَّائِلِينَ"
ثم استوى الى السماء وهي دخان فقال لها وللارض ائتيا طوعا او كرها قالتا اتينا طائعين ,  فصلت , FUSSILAT , LES VERSETS DÉTAILLÉS   ,1,41,11,"ثُمَّ اسْتَوَىٰ إِلَى السَّمَاءِ وَهِيَ دُخَانٌ فَقَالَ لَهَا وَلِلْأَرْضِ ائْتِيَا طَوْعًا أَوْ كَرْهًا قَالَتَا أَتَيْنَا طَائِعِينَ"
فقضيهن سبع سموات في يومين واوحى في كل سماء امرها وزينا السماء الدنيا بمصبيح وحفظا ذلك تقدير العزيز العليم ,  فصلت , FUSSILAT , LES VERSETS DÉTAILLÉS   ,1,41,12,"فَقَضَاهُنَّ سَبْعَ سَمَاوَاتٍ فِي يَوْمَيْنِ وَأَوْحَىٰ فِي كُلِّ سَمَاءٍ أَمْرَهَا ۚ وَزَيَّنَّا السَّمَاءَ الدُّنْيَا بِمَصَابِيحَ وَحِفْظًا ۚ ذَٰلِكَ تَقْدِيرُ الْعَزِيزِ الْعَلِيمِ"
فان اعرضوا فقل انذرتكم صعقة مثل صعقة عاد وثمود ,  فصلت , FUSSILAT , LES VERSETS DÉTAILLÉS   ,1,41,13,"فَإِنْ أَعْرَضُوا فَقُلْ أَنْذَرْتُكُمْ صَاعِقَةً مِثْلَ صَاعِقَةِ عَادٍ وَثَمُودَ"
اذ جاءتهم الرسل من بين ايديهم ومن خلفهم الا تعبدوا الا الله قالوا لو شاء ربنا لانزل ملئكة فانا بما ارسلتم به كفرون ,  فصلت , FUSSILAT , LES VERSETS DÉTAILLÉS   ,1,41,14,"إِذْ جَاءَتْهُمُ الرُّسُلُ مِنْ بَيْنِ أَيْدِيهِمْ وَمِنْ خَلْفِهِمْ أَلَّا تَعْبُدُوا إِلَّا اللَّهَ ۖ قَالُوا لَوْ شَاءَ رَبُّنَا لَأَنْزَلَ مَلَائِكَةً فَإِنَّا بِمَا أُرْسِلْتُمْ بِهِ كَافِرُونَ"
 فاما عاد فاستكبروا في الأرض بغير الحق وقالوا من اشد منا قوة اولم يروا ان الله الذي خلقهم هو اشد منهم قوة وكانوا بايتنا يجحدون ,  فصلت , FUSSILAT , LES VERSETS DÉTAILLÉS   ,1,41,15,"فَأَمَّا عَادٌ فَاسْتَكْبَرُوا فِي الْأَرْضِ بِغَيْرِ الْحَقِّ وَقَالُوا مَنْ أَشَدُّ مِنَّا قُوَّةً ۖ أَوَلَمْ يَرَوْا أَنَّ اللَّهَ الَّذِي خَلَقَهُمْ هُوَ أَشَدُّ مِنْهُمْ قُوَّةً ۖ وَكَانُوا بِآيَاتِنَا يَجْحَدُونَ"
فارسلنا عليهم ريحا صرصرا في ايام نحسات لنذيقهم عذاب الخزي في الحيوة الدنيا ولعذاب الاخرة اخزى وهم لا ينصرون ,  فصلت , FUSSILAT , LES VERSETS DÉTAILLÉS   ,1,41,16,"فَأَرْسَلْنَا عَلَيْهِمْ رِيحًا صَرْصَرًا فِي أَيَّامٍ نَحِسَاتٍ لِنُذِيقَهُمْ عَذَابَ الْخِزْيِ فِي الْحَيَاةِ الدُّنْيَا ۖ وَلَعَذَابُ الْآخِرَةِ أَخْزَىٰ ۖ وَهُمْ لَا يُنْصَرُونَ"
واما ثمود فهدينهم فاستحبوا العمى على الهدى فاخذتهم صعقة العذاب الهون بما كانوا يكسبون ,  فصلت , FUSSILAT , LES VERSETS DÉTAILLÉS   ,1,41,17,"وَأَمَّا ثَمُودُ فَهَدَيْنَاهُمْ فَاسْتَحَبُّوا الْعَمَىٰ عَلَى الْهُدَىٰ فَأَخَذَتْهُمْ صَاعِقَةُ الْعَذَابِ الْهُونِ بِمَا كَانُوا يَكْسِبُونَ"
 ونجينا الذين ءامنوا وكانوا يتقون ,  فصلت , FUSSILAT , LES VERSETS DÉTAILLÉS   ,1,41,18,"وَنَجَّيْنَا الَّذِينَ آمَنُوا وَكَانُوا يَتَّقُونَ"
ويوم يحشر اعداء الله الى النار فهم يوزعون ,  فصلت , FUSSILAT , LES VERSETS DÉTAILLÉS   ,1,41,19,"وَيَوْمَ يُحْشَرُ أَعْدَاءُ اللَّهِ إِلَى النَّارِ فَهُمْ يُوزَعُونَ"
حتى اذا ما جاءوها شهد عليهم سمعهم وابصرهم وجلودهم بما كانوا يعملون ,  فصلت , FUSSILAT , LES VERSETS DÉTAILLÉS   ,1,41,20,"حَتَّىٰ إِذَا مَا جَاءُوهَا شَهِدَ عَلَيْهِمْ سَمْعُهُمْ وَأَبْصَارُهُمْ وَجُلُودُهُمْ بِمَا كَانُوا يَعْمَلُونَ"
وقالوا لجلودهم لم شهدتم علينا قالوا انطقنا الله الذي انطق كل شيء وهو خلقكم اول مرة واليه ترجعون ,  فصلت , FUSSILAT , LES VERSETS DÉTAILLÉS   ,1,41,21,"وَقَالُوا لِجُلُودِهِمْ لِمَ شَهِدْتُمْ عَلَيْنَا ۖ قَالُوا أَنْطَقَنَا اللَّهُ الَّذِي أَنْطَقَ كُلَّ شَيْءٍ وَهُوَ خَلَقَكُمْ أَوَّلَ مَرَّةٍ وَإِلَيْهِ تُرْجَعُونَ"
وما كنتم تستترون ان يشهد عليكم سمعكم ولا ابصركم ولا جلودكم ولكن ظننتم ان الله لا يعلم كثيرا مما تعملون ,  فصلت , FUSSILAT , LES VERSETS DÉTAILLÉS   ,1,41,22,"وَمَا كُنْتُمْ تَسْتَتِرُونَ أَنْ يَشْهَدَ عَلَيْكُمْ سَمْعُكُمْ وَلَا أَبْصَارُكُمْ وَلَا جُلُودُكُمْ وَلَٰكِنْ ظَنَنْتُمْ أَنَّ اللَّهَ لَا يَعْلَمُ كَثِيرًا مِمَّا تَعْمَلُونَ"
وذلكم ظنكم الذي ظننتم بربكم ارديكم فاصبحتم من الخسرين ,  فصلت , FUSSILAT , LES VERSETS DÉTAILLÉS   ,1,41,23,"وَذَٰلِكُمْ ظَنُّكُمُ الَّذِي ظَنَنْتُمْ بِرَبِّكُمْ أَرْدَاكُمْ فَأَصْبَحْتُمْ مِنَ الْخَاسِرِينَ"
فان يصبروا فالنار مثوى لهم وان يستعتبوا فما هم من المعتبين ,  فصلت , FUSSILAT , LES VERSETS DÉTAILLÉS   ,1,41,24,"فَإِنْ يَصْبِرُوا فَالنَّارُ مَثْوًى لَهُمْ ۖ وَإِنْ يَسْتَعْتِبُوا فَمَا هُمْ مِنَ الْمُعْتَبِينَ"
وقيضنا لهم قرناء فزينوا لهم ما بين ايديهم وما خلفهم وحق عليهم القول في امم قد خلت من قبلهم من الجن والانس انهم كانوا خسرين ,  فصلت , FUSSILAT , LES VERSETS DÉTAILLÉS   ,1,41,25,"وَقَيَّضْنَا لَهُمْ قُرَنَاءَ فَزَيَّنُوا لَهُمْ مَا بَيْنَ أَيْدِيهِمْ وَمَا خَلْفَهُمْ وَحَقَّ عَلَيْهِمُ الْقَوْلُ فِي أُمَمٍ قَدْ خَلَتْ مِنْ قَبْلِهِمْ مِنَ الْجِنِّ وَالْإِنْسِ ۖ إِنَّهُمْ كَانُوا خَاسِرِينَ"
 وقال الذين كفروا لا تسمعوا لهذا القرءان والغوا فيه لعلكم تغلبون ,  فصلت , FUSSILAT , LES VERSETS DÉTAILLÉS   ,1,41,26,"وَقَالَ الَّذِينَ كَفَرُوا لَا تَسْمَعُوا لِهَٰذَا الْقُرْآنِ وَالْغَوْا فِيهِ لَعَلَّكُمْ تَغْلِبُونَ"
فلنذيقن الذين كفروا عذابا شديدا ولنجزينهم اسوا الذي كانوا يعملون ,  فصلت , FUSSILAT , LES VERSETS DÉTAILLÉS   ,1,41,27,"فَلَنُذِيقَنَّ الَّذِينَ كَفَرُوا عَذَابًا شَدِيدًا وَلَنَجْزِيَنَّهُمْ أَسْوَأَ الَّذِي كَانُوا يَعْمَلُونَ"
ذلك جزاء اعداء الله النار لهم فيها دار الخلد جزاء بما كانوا بايتنا يجحدون ,  فصلت , FUSSILAT , LES VERSETS DÉTAILLÉS   ,1,41,28,"ذَٰلِكَ جَزَاءُ أَعْدَاءِ اللَّهِ النَّارُ ۖ لَهُمْ فِيهَا دَارُ الْخُلْدِ ۖ جَزَاءً بِمَا كَانُوا بِآيَاتِنَا يَجْحَدُونَ"
وقال الذين كفروا ربنا ارنا الذين اضلانا من الجن والانس نجعلهما تحت اقدامنا ليكونا من الاسفلين ,  فصلت , FUSSILAT , LES VERSETS DÉTAILLÉS   ,1,41,29,"وَقَالَ الَّذِينَ كَفَرُوا رَبَّنَا أَرِنَا اللَّذَيْنِ أَضَلَّانَا مِنَ الْجِنِّ وَالْإِنْسِ نَجْعَلْهُمَا تَحْتَ أَقْدَامِنَا لِيَكُونَا مِنَ الْأَسْفَلِينَ"
 ان الذين قالوا ربنا الله ثم استقموا تتنزل عليهم الملئكة الا تخافوا ولا تحزنوا وابشروا بالجنة التي كنتم توعدون ,  فصلت , FUSSILAT , LES VERSETS DÉTAILLÉS   ,1,41,30,"إِنَّ الَّذِينَ قَالُوا رَبُّنَا اللَّهُ ثُمَّ اسْتَقَامُوا تَتَنَزَّلُ عَلَيْهِمُ الْمَلَائِكَةُ أَلَّا تَخَافُوا وَلَا تَحْزَنُوا وَأَبْشِرُوا بِالْجَنَّةِ الَّتِي كُنْتُمْ تُوعَدُونَ"
نحن اولياؤكم في الحيوة الدنيا وفي الاخرة ولكم فيها ما تشتهي انفسكم ولكم فيها ما تدعون ,  فصلت , FUSSILAT , LES VERSETS DÉTAILLÉS   ,1,41,31,"نَحْنُ أَوْلِيَاؤُكُمْ فِي الْحَيَاةِ الدُّنْيَا وَفِي الْآخِرَةِ ۖ وَلَكُمْ فِيهَا مَا تَشْتَهِي أَنْفُسُكُمْ وَلَكُمْ فِيهَا مَا تَدَّعُونَ"
نزلا من غفور رحيم ,  فصلت , FUSSILAT , LES VERSETS DÉTAILLÉS   ,1,41,32,"نُزُلًا مِنْ غَفُورٍ رَحِيمٍ"
ومن احسن قولا ممن دعا الى الله وعمل صلحا وقال انني من المسلمين ,  فصلت , FUSSILAT , LES VERSETS DÉTAILLÉS   ,1,41,33,"وَمَنْ أَحْسَنُ قَوْلًا مِمَّنْ دَعَا إِلَى اللَّهِ وَعَمِلَ صَالِحًا وَقَالَ إِنَّنِي مِنَ الْمُسْلِمِينَ"
ولا تستوي الحسنة ولا السيئة ادفع بالتي هي احسن فاذا الذي بينك وبينه عدوة كانه ولي حميم ,  فصلت , FUSSILAT , LES VERSETS DÉTAILLÉS   ,1,41,34,"وَلَا تَسْتَوِي الْحَسَنَةُ وَلَا السَّيِّئَةُ ۚ ادْفَعْ بِالَّتِي هِيَ أَحْسَنُ فَإِذَا الَّذِي بَيْنَكَ وَبَيْنَهُ عَدَاوَةٌ كَأَنَّهُ وَلِيٌّ حَمِيمٌ"
وما يلقيها الا الذين صبروا وما يلقيها الا ذو حظ عظيم ,  فصلت , FUSSILAT , LES VERSETS DÉTAILLÉS   ,1,41,35,"وَمَا يُلَقَّاهَا إِلَّا الَّذِينَ صَبَرُوا وَمَا يُلَقَّاهَا إِلَّا ذُو حَظٍّ عَظِيمٍ"
واما ينزغنك من الشيطن نزغ فاستعذ بالله انه هو السميع العليم ,  فصلت , FUSSILAT , LES VERSETS DÉTAILLÉS   ,1,41,36,"وَإِمَّا يَنْزَغَنَّكَ مِنَ الشَّيْطَانِ نَزْغٌ فَاسْتَعِذْ بِاللَّهِ ۖ إِنَّهُ هُوَ السَّمِيعُ الْعَلِيمُ"
ومن ءايته اليل والنهار والشمس والقمر لا تسجدوا للشمس ولا للقمر واسجدوا لله الذي خلقهن ان كنتم اياه تعبدون ,  فصلت , FUSSILAT , LES VERSETS DÉTAILLÉS   ,1,41,37,"وَمِنْ آيَاتِهِ اللَّيْلُ وَالنَّهَارُ وَالشَّمْسُ وَالْقَمَرُ ۚ لَا تَسْجُدُوا لِلشَّمْسِ وَلَا لِلْقَمَرِ وَاسْجُدُوا لِلَّهِ الَّذِي خَلَقَهُنَّ إِنْ كُنْتُمْ إِيَّاهُ تَعْبُدُونَ"
 فان استكبروا فالذين عند ربك يسبحون له باليل والنهار وهم لا يسمون ,  فصلت , FUSSILAT , LES VERSETS DÉTAILLÉS   ,1,41,38,"فَإِنِ اسْتَكْبَرُوا فَالَّذِينَ عِنْدَ رَبِّكَ يُسَبِّحُونَ لَهُ بِاللَّيْلِ وَالنَّهَارِ وَهُمْ لَا يَسْأَمُونَ ۩"
ومن ءايته انك ترى الأرض خشعة فاذا انزلنا عليها الماء اهتزت وربت ان الذي احياها لمحي الموتى انه على كل شيء قدير ,  فصلت , FUSSILAT , LES VERSETS DÉTAILLÉS   ,1,41,39,"وَمِنْ آيَاتِهِ أَنَّكَ تَرَى الْأَرْضَ خَاشِعَةً فَإِذَا أَنْزَلْنَا عَلَيْهَا الْمَاءَ اهْتَزَّتْ وَرَبَتْ ۚ إِنَّ الَّذِي أَحْيَاهَا لَمُحْيِي الْمَوْتَىٰ ۚ إِنَّهُ عَلَىٰ كُلِّ شَيْءٍ قَدِيرٌ"
ان الذين يلحدون في ءايتنا لا يخفون علينا افمن يلقى في النار خير ام من ياتي ءامنا يوم القيمة اعملوا ما شئتم انه بما تعملون بصير ,  فصلت , FUSSILAT , LES VERSETS DÉTAILLÉS   ,1,41,40,"إِنَّ الَّذِينَ يُلْحِدُونَ فِي آيَاتِنَا لَا يَخْفَوْنَ عَلَيْنَا ۗ أَفَمَنْ يُلْقَىٰ فِي النَّارِ خَيْرٌ أَمْ مَنْ يَأْتِي آمِنًا يَوْمَ الْقِيَامَةِ ۚ اعْمَلُوا مَا شِئْتُمْ ۖ إِنَّهُ بِمَا تَعْمَلُونَ بَصِيرٌ"
 ان الذين كفروا بالذكر لما جاءهم وانه لكتب عزيز ,  فصلت , FUSSILAT , LES VERSETS DÉTAILLÉS   ,1,41,41,"إِنَّ الَّذِينَ كَفَرُوا بِالذِّكْرِ لَمَّا جَاءَهُمْ ۖ وَإِنَّهُ لَكِتَابٌ عَزِيزٌ"
لا ياتيه البطل من بين يديه ولا من خلفه تنزيل من حكيم حميد ,  فصلت , FUSSILAT , LES VERSETS DÉTAILLÉS   ,1,41,42,"لَا يَأْتِيهِ الْبَاطِلُ مِنْ بَيْنِ يَدَيْهِ وَلَا مِنْ خَلْفِهِ ۖ تَنْزِيلٌ مِنْ حَكِيمٍ حَمِيدٍ"
ما يقال لك الا ما قد قيل للرسل من قبلك ان ربك لذو مغفرة وذو عقاب اليم ,  فصلت , FUSSILAT , LES VERSETS DÉTAILLÉS   ,1,41,43,"مَا يُقَالُ لَكَ إِلَّا مَا قَدْ قِيلَ لِلرُّسُلِ مِنْ قَبْلِكَ ۚ إِنَّ رَبَّكَ لَذُو مَغْفِرَةٍ وَذُو عِقَابٍ أَلِيمٍ"
ولو جعلنه قرءانا اعجميا لقالوا لولا فصلت ءايته ءاعجمي وعربي قل هو للذين ءامنوا هدى وشفاء والذين لا يؤمنون في ءاذانهم وقر وهو عليهم عمى أولئك ينادون من مكان بعيد ,  فصلت , FUSSILAT , LES VERSETS DÉTAILLÉS   ,1,41,44,"وَلَوْ جَعَلْنَاهُ قُرْآنًا أَعْجَمِيًّا لَقَالُوا لَوْلَا فُصِّلَتْ آيَاتُهُ ۖ أَأَعْجَمِيٌّ وَعَرَبِيٌّ ۗ قُلْ هُوَ لِلَّذِينَ آمَنُوا هُدًى وَشِفَاءٌ ۖ وَالَّذِينَ لَا يُؤْمِنُونَ فِي آذَانِهِمْ وَقْرٌ وَهُوَ عَلَيْهِمْ عَمًى ۚ أُولَٰئِكَ يُنَادَوْنَ مِنْ مَكَانٍ بَعِيدٍ"
 ولقد ءاتينا موسى الكتب فاختلف فيه ولولا كلمة سبقت من ربك لقضي بينهم وانهم لفي شك منه مريب ,  فصلت , FUSSILAT , LES VERSETS DÉTAILLÉS   ,1,41,45,"وَلَقَدْ آتَيْنَا مُوسَى الْكِتَابَ فَاخْتُلِفَ فِيهِ ۗ وَلَوْلَا كَلِمَةٌ سَبَقَتْ مِنْ رَبِّكَ لَقُضِيَ بَيْنَهُمْ ۚ وَإِنَّهُمْ لَفِي شَكٍّ مِنْهُ مُرِيبٍ"
من عمل صلحا فلنفسه ومن اساء فعليها وما ربك بظلم للعبيد ,  فصلت , FUSSILAT , LES VERSETS DÉTAILLÉS   ,1,41,46,"مَنْ عَمِلَ صَالِحًا فَلِنَفْسِهِ ۖ وَمَنْ أَسَاءَ فَعَلَيْهَا ۗ وَمَا رَبُّكَ بِظَلَّامٍ لِلْعَبِيدِ"
اليه يرد علم الساعة وما تخرج من ثمرت من اكمامها وما تحمل من انثى ولا تضع الا بعلمه ويوم يناديهم اين شركاءي قالوا ءاذنك ما منا من شهيد ,  فصلت , FUSSILAT , LES VERSETS DÉTAILLÉS   ,1,41,47,"إِلَيْهِ يُرَدُّ عِلْمُ السَّاعَةِ ۚ وَمَا تَخْرُجُ مِنْ ثَمَرَاتٍ مِنْ أَكْمَامِهَا وَمَا تَحْمِلُ مِنْ أُنْثَىٰ وَلَا تَضَعُ إِلَّا بِعِلْمِهِ ۚ وَيَوْمَ يُنَادِيهِمْ أَيْنَ شُرَكَائِي قَالُوا آذَنَّاكَ مَا مِنَّا مِنْ شَهِيدٍ"
وضل عنهم ما كانوا يدعون من قبل وظنوا ما لهم من محيص ,  فصلت , FUSSILAT , LES VERSETS DÉTAILLÉS   ,1,41,48,"وَضَلَّ عَنْهُمْ مَا كَانُوا يَدْعُونَ مِنْ قَبْلُ ۖ وَظَنُّوا مَا لَهُمْ مِنْ مَحِيصٍ"
 لا يسم الانسن من دعاء الخير وان مسه الشر فيوس قنوط ,  فصلت , FUSSILAT , LES VERSETS DÉTAILLÉS   ,1,41,49,"لَا يَسْأَمُ الْإِنْسَانُ مِنْ دُعَاءِ الْخَيْرِ وَإِنْ مَسَّهُ الشَّرُّ فَيَئُوسٌ قَنُوطٌ"
ولئن اذقنه رحمة منا من بعد ضراء مسته ليقولن هذا لي وما اظن الساعة قائمة ولئن رجعت الى ربي ان لي عنده للحسنى فلننبئن الذين كفروا بما عملوا ولنذيقنهم من عذاب غليظ ,  فصلت , FUSSILAT , LES VERSETS DÉTAILLÉS   ,1,41,50,"وَلَئِنْ أَذَقْنَاهُ رَحْمَةً مِنَّا مِنْ بَعْدِ ضَرَّاءَ مَسَّتْهُ لَيَقُولَنَّ هَٰذَا لِي وَمَا أَظُنُّ السَّاعَةَ قَائِمَةً وَلَئِنْ رُجِعْتُ إِلَىٰ رَبِّي إِنَّ لِي عِنْدَهُ لَلْحُسْنَىٰ ۚ فَلَنُنَبِّئَنَّ الَّذِينَ كَفَرُوا بِمَا عَمِلُوا وَلَنُذِيقَنَّهُمْ مِنْ عَذَابٍ غَلِيظٍ"
واذا انعمنا على الانسن اعرض ونا بجانبه واذا مسه الشر فذو دعاء عريض ,  فصلت , FUSSILAT , LES VERSETS DÉTAILLÉS   ,1,41,51,"وَإِذَا أَنْعَمْنَا عَلَى الْإِنْسَانِ أَعْرَضَ وَنَأَىٰ بِجَانِبِهِ وَإِذَا مَسَّهُ الشَّرُّ فَذُو دُعَاءٍ عَرِيضٍ"
 قل ارءيتم ان كان من عند الله ثم كفرتم به من اضل ممن هو في شقاق بعيد ,  فصلت , FUSSILAT , LES VERSETS DÉTAILLÉS   ,1,41,52,"قُلْ أَرَأَيْتُمْ إِنْ كَانَ مِنْ عِنْدِ اللَّهِ ثُمَّ كَفَرْتُمْ بِهِ مَنْ أَضَلُّ مِمَّنْ هُوَ فِي شِقَاقٍ بَعِيدٍ"
سنريهم ءايتنا في الافاق وفي انفسهم حتى يتبين لهم انه الحق اولم يكف بربك انه على كل شيء شهيد ,  فصلت , FUSSILAT , LES VERSETS DÉTAILLÉS   ,1,41,53,"سَنُرِيهِمْ آيَاتِنَا فِي الْآفَاقِ وَفِي أَنْفُسِهِمْ حَتَّىٰ يَتَبَيَّنَ لَهُمْ أَنَّهُ الْحَقُّ ۗ أَوَلَمْ يَكْفِ بِرَبِّكَ أَنَّهُ عَلَىٰ كُلِّ شَيْءٍ شَهِيدٌ"
